Name;Country;Lineage;Drug;Collected_Date
SRR10315576;South Africa;lineage 4;Mono;02/07/2019
SRR10315580;South Africa;lineage 4;Pre-XDR;04/03/2019
SRR10315581;South Africa;lineage 4;Pre-XDR;04/03/2019
SRR10315583;South Africa;lineage 4;Pre-XDR;10/24/2018
SRR10315584;South Africa;lineage 4;Pre-XDR;4/24/2019
SRR10315585;South Africa;lineage 4;MDR;02/07/2019
SRR10315586;South Africa;lineage 4;MDR;4/30/2019
SRR10315587;South Africa;lineage 4;Mono;02/07/2019
SRR10315589;South Africa;lineage 4;MDR;04/03/2019
SRR10315590;South Africa;lineage 4;MDR;1/25/2019
SRR10315591;South Africa;lineage 2;Pre-XDR;3/19/2018
SRR10315592;South Africa;lineage 2;Pre-XDR;02/06/2018
SRR10315593;South Africa;lineage 2;Pre-XDR;3/28/2018
SRR10315594;South Africa;lineage 2;Pre-XDR;2/28/2018
SRR10315595;South Africa;lineage 2;Pre-XDR;02/09/2018
SRR10315596;South Africa;lineage 4;Mono;04/05/2018
SRR10315597;South Africa;lineage 4;Mono;04/05/2018
SRR10315600;South Africa;lineage 4;Mono;03/08/2018
SRR10315601;South Africa;lineage 1;MDR;11/23/2017
SRR10315602;South Africa;lineage 1;MDR;12/06/2017
SRR10315604;South Africa;lineage 4;Pre-XDR;11/29/2017
SRR10315605;South Africa;lineage 4;Pre-XDR;10/31/2017
SRR10315606;South Africa;lineage 4;Mono;9/29/2017
SRR10315607;South Africa;lineage 4;Mono;11/17/2017
SRR10315608;South Africa;lineage 4;Mono;10/18/2017
SRR10315609;South Africa;lineage 4;Pre-XDR;11/06/2017
SRR10315610;South Africa;lineage 4;Mono;1/17/2019
SRR10315611;South Africa;lineage 4;Pre-XDR;10/09/2017
SRR10315612;South Africa;lineage 4;Pre-XDR;9/13/2017
SRR10315613;South Africa;lineage 1;MDR;8/15/2017
SRR10315614;South Africa;lineage 2;Pre-XDR;09/06/2017
SRR10315615;South Africa;lineage 2;Pre-XDR;08/10/2017
SRR10315616;South Africa;lineage 4;Mono;08/08/2017
SRR10315617;South Africa;lineage 4;Pre-XDR;09/05/2017
SRR10315618;South Africa;lineage 4;Pre-XDR;08/08/2017
SRR10315619;South Africa;lineage 2;Pre-XDR;09/06/2017
SRR10315620;South Africa;lineage 3;MDR;6/13/2017
SRR10315621;South Africa;lineage 4;Mono;1/17/2019
SRR10315622;South Africa;lineage 3;MDR;09/05/2017
SRR10315623;South Africa;lineage 3;MDR;08/08/2017
SRR10315624;South Africa;lineage 4;Pre-XDR;7/14/2017
SRR10315625;South Africa;lineage 4;Pre-XDR;6/14/2017
SRR10315626;South Africa;lineage 2;Pre-XDR;06/01/2017
SRR10315627;South Africa;lineage 4;Pre-XDR;05/05/2017
SRR10315628;South Africa;lineage 4;Pre-XDR;03/08/2017
SRR10315629;South Africa;lineage 4;Pre-XDR;2/16/2017
SRR10315631;South Africa;lineage 3;Mono;4/17/2019
SRR10315633;South Africa;lineage 2;Mono;04/05/2019
SRR10315634;South Africa;lineage 2;Mono;04/01/2019
SRR10315635;South Africa;lineage 2;Mono;03/04/2019
SRR10315636;South Africa;lineage 4;MDR;2/16/2019
SRR10315637;South Africa;lineage 4;MDR;02/11/2019
SRR10315638;South Africa;lineage 4;MDR;02/01/2019
SRR10315639;South Africa;lineage 2;MDR;1/24/2019
SRR10315640;South Africa;lineage 4;MDR;1/23/2019
SRR10315642;South Africa;lineage 4;MDR;2/14/2019
SRR10315643;South Africa;lineage 1;MDR;10/15/2018
SRR10315644;South Africa;lineage 4;MDR;1/31/2019
SRR10315647;South Africa;lineage 4;Mono;11/27/2018
SRR10315648;South Africa;lineage 4;Mono;11/22/2018
SRR10315649;South Africa;lineage 4;MDR;12/13/2018
SRR10315650;South Africa;lineage 4;MDR;12/04/2018
SRR10315651;South Africa;lineage 4;MDR;11/23/2018
SRR10315652;South Africa;lineage 4;MDR;11/20/2018
SRR10315653;South Africa;lineage 4;Pre-XDR;12/11/2018
SRR10315654;South Africa;lineage 3;MDR;9/27/2018
SRR10315655;South Africa;lineage 4;Pre-XDR;11/12/2018
SRR10315656;South Africa;lineage 4;Mono;11/23/2018
SRR10315658;South Africa;lineage 4;Mono;11/01/2018
SRR10315660;South Africa;lineage 4;MDR;11/01/2018
SRR10315661;South Africa;lineage 4;MDR;12/05/2018
SRR10315662;South Africa;lineage 4;MDR;11/20/2018
SRR10315665;South Africa;lineage 2;MDR;5/25/2018
SRR10315667;South Africa;lineage 4;MDR;11/19/2018
SRR10315674;South Africa;lineage 2;MDR;10/12/2018
SRR10315675;South Africa;lineage 2;MDR;10/08/2018
SRR10315676;South Africa;lineage 3;MDR;04/03/2018
SRR10315678;South Africa;lineage 2;Mono;9/27/2018
SRR10315680;South Africa;lineage 2;MDR;07/10/2018
SRR10315681;South Africa;lineage 2;MDR;07/06/2018
SRR10315684;South Africa;lineage 4;Pre-XDR;7/16/2018
SRR10315686;South Africa;lineage 4;Pre-XDR;6/27/2018
SRR10315690;South Africa;lineage 3;MDR;3/15/2017
SRR10315694;South Africa;lineage 4;Mono;06/06/2018
SRR10315698;South Africa;lineage 4;MDR;5/31/2018
SRR10315699;South Africa;lineage 4;MDR;5/25/2018
SRR10315700;South Africa;lineage 4;MDR;06/06/2018
SRR10315702;South Africa;lineage 4;MDR;5/24/2018
SRR10315705;South Africa;lineage 4;MDR;06/06/2018
SRR10315706;South Africa;lineage 4;MDR;5/22/2018
SRR10315708;South Africa;lineage 2;Mono;5/18/2018
SRR10315709;South Africa;lineage 2;Mono;05/02/2018
SRR10315711;South Africa;lineage 4;MDR;5/22/2018
SRR10315712;South Africa;lineage 1;MDR;11/23/2016
SRR10315713;South Africa;lineage 4;MDR;05/09/2018
SRR10315714;South Africa;lineage 4;MDR;4/24/2018
SRR10315715;South Africa;lineage 4;MDR;4/17/2018
SRR10315716;South Africa;lineage 2;Mono;4/17/2018
SRR10315717;South Africa;lineage 3;Mono;04/10/2018
SRR10315718;South Africa;lineage 3;Mono;5/22/2018
SRR10315720;South Africa;lineage 3;Mono;4/24/2018
SRR10315721;South Africa;lineage 4;MDR;10/04/2018
SRR10315722;South Africa;lineage 4;MDR;9/19/2018
SRR10315725;South Africa;lineage 4;MDR;9/19/2018
SRR10315726;South Africa;lineage 4;MDR;09/07/2018
SRR10315727;South Africa;lineage 4;MDR;09/03/2018
SRR10315729;South Africa;lineage 2;MDR;09/11/2018
SRR10315730;South Africa;lineage 3;Mono;7/27/2018
SRR10315731;South Africa;lineage 3;Mono;08/01/2018
SRR10315733;South Africa;lineage 4;MDR;09/03/2018
SRR10315738;South Africa;lineage 2;Mono;8/30/2018
SRR10315739;South Africa;lineage 1;MDR;11/16/2017
SRR10315740;South Africa;lineage 2;Mono;08/10/2018
SRR10315742;South Africa;lineage 2;Mono;7/23/2018
SRR10315746;South Africa;lineage 2;Mono;08/01/2018
SRR10315747;South Africa;lineage 2;Mono;7/17/2018
SRR10315748;South Africa;lineage 2;Mono;07/10/2018
SRR10315750;South Africa;lineage 2;Mono;09/07/2017
SRR10315752;South Africa;lineage 4;MDR;5/19/2016
SRR9970987;South Africa;lineage 4;Pre-XDR;10/23/2018
SRR9970988;South Africa;lineage 4;MDR;11/16/2018
SRR9970989;South Africa;lineage 4;Pre-XDR;11/06/2018
SRR9970990;South Africa;lineage 4;Pre-XDR;11/06/2018
SRR9970991;South Africa;lineage 4;MDR;11/22/2018
SRR9970992;South Africa;lineage 4;MDR;11/19/2018
SRR9970993;South Africa;lineage 4;MDR;11/14/2018
SRR9970994;South Africa;lineage 4;Pre-XDR;10/05/2017
SRR9970997;South Africa;lineage 4;Pre-XDR;10/31/2017
SRR9970998;South Africa;lineage 4;MDR;10/31/2017
SRR9970999;South Africa;lineage 4;MDR;10/16/2017
SRR9971003;South Africa;lineage 4;MDR;11/16/2015
SRR9971008;South Africa;lineage 4;Mono;08/02/2016
SRR9971009;South Africa;lineage 2;MDR;6/19/2017
SRR9971011;South Africa;lineage 2;Pre-XDR;6/29/2017
SRR9971013;South Africa;lineage 2;Pre-XDR;6/13/2017
SRR9971014;South Africa;lineage 4;MDR;11/09/2015
SRR9971018;South Africa;lineage 2;MDR;8/25/2017
SRR9971019;South Africa;lineage 2;Pre-XDR;07/12/2017
SRR9971020;South Africa;lineage 2;MDR;07/06/2017
SRR9971021;South Africa;lineage 2;MDR;7/19/2017
SRR9971027;South Africa;lineage 4;Mono;2/22/2018
SRR9971028;South Africa;lineage 2;Pre-XDR;2/20/2018
SRR9971030;South Africa;lineage 2;Mono;02/09/2018
SRR9971031;South Africa;lineage 2;Mono;2/14/2018
SRR9971035;South Africa;lineage 2;Mono;3/22/2018
SRR9971038;South Africa;lineage 4;MDR;3/29/2017
SRR9971039;South Africa;lineage 4;Pre-XDR;04/12/2017
SRR9971040;South Africa;lineage 4;Pre-XDR;3/29/2017
SRR9971042;South Africa;lineage 4;MDR;6/21/2017
SRR9971043;South Africa;lineage 4;Pre-XDR;06/09/2017
SRR9971044;South Africa;lineage 4;MDR;3/22/2017
SRR9971047;South Africa;lineage 4;MDR;2/22/2016
SRR9971048;South Africa;lineage 4;MDR;09/07/2018
SRR9971049;South Africa;lineage 4;MDR;05/11/2018
SRR9971050;South Africa;lineage 4;MDR;9/17/2018
SRR9971051;South Africa;lineage 4;Pre-XDR;9/17/2018
SRR9971052;South Africa;lineage 4;Mono;10/25/2018
SRR9971053;South Africa;lineage 4;MDR;9/27/2018
SRR9971056;South Africa;lineage 4;MDR;8/21/2017
SRR9971057;South Africa;lineage 4;Pre-XDR;9/27/2017
SRR9971058;South Africa;lineage 2;MDR;1/24/2017
SRR9971059;South Africa;lineage 2;Mono;10/15/2018
SRR9971060;South Africa;lineage 2;Mono;10/05/2018
SRR9971062;South Africa;lineage 2;Pre-XDR;11/06/2018
SRR9971063;South Africa;lineage 4;Mono;11/22/2018
SRR9971064;South Africa;lineage 2;Other*;2/13/2017
SRR9971066;South Africa;lineage 4;Mono;10/26/2018
SRR9971067;South Africa;lineage 4;MDR;09/03/2018
SRR9971068;South Africa;lineage 4;MDR;10/25/2018
SRR9971070;South Africa;lineage 4;MDR;02/07/2018
SRR9971071;South Africa;lineage 4;Pre-XDR;07/07/2017
SRR9971075;South Africa;lineage 2;MDR;11/09/2015
SRR9971078;South Africa;lineage 2;Mono;10/26/2016
SRR9971079;South Africa;lineage 2;Mono;11/16/2016
SRR9971081;South Africa;lineage 2;Mono;10/26/2016
SRR9971082;South Africa;lineage 1;Mono;04/04/2019
SRR9971083;South Africa;lineage 1;Mono;10/12/2018
SRR9971084;South Africa;lineage 4;MDR;10/19/2018
SRR9971085;South Africa;lineage 2;MDR;06/08/2017
SRR9971086;South Africa;lineage 4;MDR;10/08/2018
SRR9971087;South Africa;lineage 2;MDR;5/30/2017
SRR9971088;South Africa;lineage 2;Mono;4/16/2018
SRR9971089;South Africa;lineage 2;Mono;4/16/2018
SRR9971090;South Africa;lineage 4;Pre-XDR;06/12/2018
SRR9971091;South Africa;lineage 4;MDR;03/01/2018
SRR9971092;South Africa;lineage 4;Mono;2/27/2018
SRR9971093;South Africa;lineage 4;Mono;9/20/2018
SRR9971094;South Africa;lineage 4;MDR;09/04/2018
SRR9971095;South Africa;lineage 4;MDR;08/03/2018
SRR9971096;South Africa;lineage 4;MDR;5/18/2018
SRR9971097;South Africa;lineage 4;Pre-XDR;7/19/2017
SRR9971102;South Africa;lineage 4;Mono;11/27/2017
SRR9971106;South Africa;lineage 4;Pre-XDR;02/01/2017
SRR9971110;South Africa;lineage 2;MDR;3/30/2017
SRR9971111;South Africa;lineage 2;MDR;3/24/2017
SRR9971116;South Africa;lineage 2;Pre-XDR;05/03/2017
SRR9971117;South Africa;lineage 2;Pre-XDR;09/05/2018
SRR9971118;South Africa;lineage 1;Mono;10/26/2018
SRR9971123;South Africa;lineage 4;Pre-XDR;11/06/2018
SRR9971125;South Africa;lineage 4;MDR;05/04/2016
SRR9971126;South Africa;lineage 4;Pre-XDR;1/28/2016
SRR9971127;South Africa;lineage 4;Mono;11/23/2016
SRR9971128;South Africa;lineage 4;MDR;11/28/2016
SRR9971129;South Africa;lineage 4;MDR;01/03/2016
SRR9971130;South Africa;lineage 4;Mono;9/15/2016
SRR9971131;South Africa;lineage 4;MDR;12/13/2016
SRR9971132;South Africa;lineage 4;Mono;8/24/2016
SRR9971133;South Africa;lineage 4;MDR;9/15/2016
SRR9971135;South Africa;lineage 2;MDR;7/18/2018
SRR9971136;South Africa;lineage 2;Mono;7/18/2018
SRR9971137;South Africa;lineage 2;MDR;7/19/2018
SRR9971138;South Africa;lineage 2;MDR;6/28/2018
SRR9971139;South Africa;lineage 2;Mono;07/03/2018
SRR9971141;South Africa;lineage 2;Mono;7/16/2018
SRR9971143;South Africa;lineage 2;Pre-XDR;11/07/2017
SRR9971148;South Africa;lineage 2;MDR;10/26/2017
SRR9971151;South Africa;lineage 4;MDR;8/29/2018
SRR9971152;South Africa;lineage 4;MDR;8/24/2018
SRR9971153;South Africa;lineage 4;Pre-XDR;06/06/2018
SRR9971159;South Africa;lineage 4;MDR;12/03/2018
SRR9971164;South Africa;lineage 4;Mono;1/22/2019
SRR9971165;South Africa;lineage 4;Mono;1/17/2019
SRR9971166;South Africa;lineage 4;Pre-XDR;1/16/2019
SRR9971169;South Africa;lineage 4;MDR;07/05/2018
SRR9971170;South Africa;lineage 4;MDR;6/26/2018
SRR9971171;South Africa;lineage 4;Mono;5/16/2018
SRR9971172;South Africa;lineage 4;MDR;01/04/2018
SRR9971173;South Africa;lineage 4;MDR;5/31/2018
SRR9971174;South Africa;lineage 4;Mono;5/31/2018
SRR9971175;South Africa;lineage 4;MDR;06/06/2018
SRR9971176;South Africa;lineage 4;MDR;5/31/2018
SRR9971177;South Africa;lineage 4;Mono;4/16/2018
SRR9971178;South Africa;lineage 4;MDR;03/07/2018
SRR9971179;South Africa;lineage 4;Pre-XDR;11/27/2017
SRR9971180;South Africa;lineage 4;Pre-XDR;12/18/2017
SRR9971181;South Africa;lineage 4;MDR;11/27/2017
SRR9971182;South Africa;lineage 4;MDR;10/26/2017
SRR9971183;South Africa;lineage 4;Pre-XDR;1/19/2017
SRR9971184;South Africa;lineage 4;Mono;9/29/2017
SRR9971186;South Africa;lineage 4;MDR;07/11/2017
SRR9971187;South Africa;lineage 4;Pre-XDR;08/01/2017
SRR9971188;South Africa;lineage 4;Mono;07/12/2017
SRR9971189;South Africa;lineage 4;Other*;9/21/2017
SRR9971190;South Africa;lineage 4;MDR;8/30/2017
SRR9971191;South Africa;lineage 4;Mono;10/11/2017
SRR9971193;South Africa;lineage 4;MDR;8/18/2017
SRR9971194;South Africa;lineage 4;Mono;10/24/2017
SRR9971199;South Africa;lineage 4;Mono;5/25/2016
SRR9971204;South Africa;lineage 4;Mono;2/24/2016
SRR9971205;South Africa;lineage 2;MDR;8/24/2018
SRR9971206;South Africa;lineage 2;Mono;8/17/2018
SRR9971209;South Africa;lineage 2;Mono;9/20/2018
SRR9971210;South Africa;lineage 2;Pre-XDR;09/05/2018
SRR9971211;South Africa;lineage 2;MDR;8/29/2018
SRR9971213;South Africa;lineage 2;Mono;8/31/2017
SRR9971214;South Africa;lineage 2;Mono;9/21/2017
SRR9971215;South Africa;lineage 2;MDR;10/02/2018
SRR9971217;South Africa;lineage 2;Mono;9/29/2017
SRR9971219;South Africa;lineage 2;Mono;9/29/2017
SRR9971222;South Africa;lineage 2;Mono;8/25/2017
SRR9971224;South Africa;lineage 4;MDR;1/18/2018
SRR9971225;South Africa;lineage 4;MDR;7/27/2018
SRR9971226;South Africa;lineage 4;MDR;08/08/2018
SRR9971227;South Africa;lineage 4;Pre-XDR;5/18/2018
SRR9971228;South Africa;lineage 4;Pre-XDR;06/04/2018
SRR9971230;South Africa;lineage 4;Pre-XDR;6/19/2018
SRR9971232;South Africa;lineage 4;Mono;5/31/2018
SRR9971233;South Africa;lineage 4;MDR;6/27/2018
SRR9971234;South Africa;lineage 4;MDR;5/24/2018
SRR9971235;South Africa;lineage 4;MDR;7/13/2017
SRR9971236;South Africa;lineage 4;Pre-XDR;06/08/2017
SRR9971237;South Africa;lineage 4;Pre-XDR;06/08/2017
SRR9971238;South Africa;lineage 4;MDR;7/19/2017
SRR9971239;South Africa;lineage 4;MDR;12/07/2017
SRR9971240;South Africa;lineage 4;Pre-XDR;4/19/2017
SRR9971241;South Africa;lineage 4;Pre-XDR;8/14/2017
SRR9971242;South Africa;lineage 4;MDR;2/24/2017
SRR9971243;South Africa;lineage 4;Pre-XDR;5/17/2017
SRR9971244;South Africa;lineage 4;Mono;5/26/2017
SRR9971246;South Africa;lineage 4;MDR;1/15/2018
SRR9971247;South Africa;lineage 2;Mono;12/12/2018
SRR9971248;South Africa;lineage 2;MDR;11/29/2018
SRR9971250;South Africa;lineage 4;Pre-XDR;1/19/2017
SRR9971251;South Africa;lineage 4;Mono;7/19/2017
SRR9971252;South Africa;lineage 4;MDR;10/24/2017
SRR9971253;South Africa;lineage 2;MDR;11/27/2017
SRR9971254;South Africa;lineage 2;Pre-XDR;12/05/2017
SRR9971255;South Africa;lineage 2;Pre-XDR;12/05/2017
SRR9971257;South Africa;lineage 2;Mono;12/06/2017
SRR9971259;South Africa;lineage 2;Mono;12/07/2017
SRR9971260;South Africa;lineage 2;MDR;1/21/2016
SRR9971262;South Africa;lineage 2;Mono;2/17/2016
SRR9971263;South Africa;lineage 2;MDR;10/06/2016
SRR9971264;South Africa;lineage 2;Mono;9/23/2016
SRR9971265;South Africa;lineage 2;Mono;8/29/2016
SRR9971266;South Africa;lineage 2;MDR;08/04/2016
SRR9971267;South Africa;lineage 2;MDR;9/23/2016
SRR9971268;South Africa;lineage 2;MDR;8/29/2016
SRR9971269;South Africa;lineage 2;MDR;05/09/2016
SRR9971271;South Africa;lineage 2;MDR;7/25/2016
SRR9971273;South Africa;lineage 4;MDR;03/03/2016
SRR9971274;South Africa;lineage 4;MDR;07/03/2016
SRR9971275;South Africa;lineage 4;Pre-XDR;10/04/2018
SRR9971276;South Africa;lineage 4;MDR;01/11/2016
SRR9971278;South Africa;lineage 4;MDR;8/29/2016
SRR9971280;South Africa;lineage 4;MDR;1/27/2016
SRR9971281;South Africa;lineage 4;Pre-XDR;8/29/2018
SRR9971282;South Africa;lineage 4;MDR;7/24/2018
SRR9971283;South Africa;lineage 4;MDR;8/29/2018
SRR9971284;South Africa;lineage 4;MDR;11/20/2017
SRR9971285;South Africa;lineage 4;Pre-XDR;10/30/2017
SRR9971286;South Africa;lineage 4;Mono;9/21/2017
SRR9971298;South Africa;lineage 4;MDR;02/12/2015
SRR9971302;South Africa;lineage 4;MDR;2/26/2014
SRR9971303;South Africa;lineage 4;Pre-XDR;10/22/2013
SRR9971305;South Africa;lineage 2;Pre-XDR;05/04/2017
SRR9971306;South Africa;lineage 2;Mono;5/26/2017
SRR9971308;South Africa;lineage 2;MDR;5/23/2017
SRR9971310;South Africa;lineage 4;MDR;10/02/2016
SRR9971312;South Africa;lineage 4;MDR;8/24/2015
SRR9971315;South Africa;lineage 4;Pre-XDR;5/19/2017
SRR9971316;South Africa;lineage 4;Mono;6/13/2017
SRR9971317;South Africa;lineage 2;Other*;04/11/2014
SRR9971319;South Africa;lineage 4;MDR;11/23/2017
SRR9971322;South Africa;lineage 2;Mono;1/25/2018
SRR9971323;South Africa;lineage 2;MDR;1/23/2018
SRR9971324;South Africa;lineage 2;MDR;1/23/2018
SRR9971325;South Africa;lineage 2;Pre-XDR;1/19/2018
SRR9971327;South Africa;lineage 2;Pre-XDR;01/12/2018
SRR9971328;South Africa;lineage 2;Mono;01/10/2018
SRR9971329;South Africa;lineage 2;Pre-XDR;01/05/2018
SRR9971331;South Africa;lineage 4;MDR;9/17/2018
SRR9971332;South Africa;lineage 4;Pre-XDR;9/13/2018
SRR9971334;South Africa;lineage 4;MDR;11/22/2018
SRR9971335;South Africa;lineage 4;Pre-XDR;9/27/2018
SRR9971336;South Africa;lineage 4;Pre-XDR;10/03/2018
SRR9971337;South Africa;lineage 4;MDR;01/11/2018
SRR9971339;South Africa;lineage 4;MDR;11/29/2018
SRR9971340;South Africa;lineage 4;MDR;06/12/2018
SRR9971341;South Africa;lineage 4;MDR;02/01/2018
SRR9971343;South Africa;lineage 4;Pre-XDR;05/03/2018
SRR9971344;South Africa;lineage 4;MDR;02/08/2018
SRR9971345;South Africa;lineage 4;Pre-XDR;07/10/2017
SRR9971347;South Africa;lineage 4;MDR;4/24/2018
SRR9971348;South Africa;lineage 4;MDR;10/23/2018
SRR9971349;South Africa;lineage 2;MDR;6/27/2018
SRR9971350;South Africa;lineage 2;Mono;6/27/2018
SRR9971353;South Africa;lineage 2;MDR;5/14/2018
SRR9971354;South Africa;lineage 2;Mono;05/10/2018
SRR9971355;South Africa;lineage 2;MDR;06/07/2018
SRR9971356;South Africa;lineage 2;MDR;06/06/2018
SRR9971360;South Africa;lineage 4;MDR;4/21/2017
SRR9971361;South Africa;lineage 4;Mono;5/24/2017
SRR9971362;South Africa;lineage 4;MDR;5/24/2017
SRR9971363;South Africa;lineage 4;MDR;6/21/2017
SRR9971364;South Africa;lineage 4;MDR;9/21/2017
SRR9971365;South Africa;lineage 4;Mono;07/10/2017
SRR9971366;South Africa;lineage 4;Mono;1/23/2017
SRR9971367;South Africa;lineage 4;Pre-XDR;02/07/2017
SRR9971371;South Africa;lineage 4;Mono;05/08/2018
SRR9971373;South Africa;lineage 4;MDR;10/04/2018
SRR9971374;South Africa;lineage 4;Pre-XDR;08/10/2018
SRR9971375;South Africa;lineage 4;Pre-XDR;8/16/2018
SRR9971376;South Africa;lineage 4;MDR;05/08/2018
SRR9971378;South Africa;lineage 4;Pre-XDR;12/20/2017
SRR9971388;South Africa;lineage 4;MDR;8/21/2017
SRR6207277;South Africa;lineage 2;Mono;09/03/2012
SRR6207281;South Africa;lineage 2;Pre-XDR;7/20/2012
SRR6207280;South Africa;lineage 4;Mono;8/14/2012
SRR6207282;South Africa;lineage 4;MDR;6/29/2012
SRR6207291;South Africa;lineage 1;Pre-XDR;11/02/2012
SRR6207292;South Africa;lineage 4;Mono;10/24/2012
ERR4352201;South Africa;lineage BOV_AFRI;Other*;2016
ERR4352202;South Africa;lineage BOV_AFRI;Other*;2016
ERR4352203;South Africa;lineage BOV_AFRI;Other*;2016
ERR4352204;South Africa;lineage BOV_AFRI;Other*;2016
ERR4352205;South Africa;lineage BOV_AFRI;Other*;2016
ERR9030264;South Africa;lineage 2;MDR;4/20/2015
ERR9030270;South Africa;lineage 2;Pre-XDR;1/16/2013
ERR9030275;South Africa;lineage 2;Mono;12/29/2014
ERR9030306;South Africa;lineage 2;Pre-XDR;10/22/2013
ERR9030317;South Africa;lineage 2;Mono;10/06/2015
ERR9030318;South Africa;lineage 2;MDR;08/02/2017
ERR9030331;South Africa;lineage 2;Pre-XDR;4/18/2016
ERR9030358;South Africa;lineage 2;Mono;12/14/2016
ERR9030359;South Africa;lineage 2;MDR;2012
ERR9030388;South Africa;lineage 2;MDR;03/08/2012
ERR9030393;South Africa;lineage 2;Mono;03/10/2017
ERR9030405;South Africa;lineage 2;Other*;04/04/2014
ERR9030407;South Africa;lineage 2;MDR;6/27/2014
ERR9030447;South Africa;lineage 4;Mono;08/11/2011
ERR9030459;South Africa;lineage 2;Pre-XDR;3/19/2015
ERR9030461;South Africa;lineage 2;MDR;11/13/2013
ERR9030482;South Africa;lineage 2;Mono;04/09/2015
ERR9030524;South Africa;lineage 2;MDR;10/08/2014
ERR9030526;South Africa;lineage 2;Mono;10/14/2015
ERR7737628;South Africa;lineage 4;MDR;2015
ERR7737631;South Africa;lineage 4;MDR;2013
ERR7737634;South Africa;lineage 4;Pre-XDR;2014
ERR7737638;South Africa;lineage 4;MDR;2014
ERR7737640;South Africa;lineage 4;MDR;2014
ERR7737642;South Africa;lineage 4;Mono;2015
ERR7737649;South Africa;lineage 4;Mono;2015
ERR7737652;South Africa;lineage 4;MDR;2013
ERR7737661;South Africa;lineage 2;MDR;2014
ERR7737665;South Africa;lineage 4;MDR;2014
ERR7737666;South Africa;lineage 4;Mono;2015
ERR7737667;South Africa;lineage 4;MDR;2013
ERR7737671;South Africa;lineage 4;MDR;2015
ERR7737673;South Africa;lineage 2;MDR;2013
ERR7737676;South Africa;lineage 1;Mono;2014
ERR7737677;South Africa;lineage 4;MDR;2014
ERR7737679;South Africa;lineage 4;MDR;2014
ERR7737686;South Africa;lineage 4;Mono;2015
ERR7737688;South Africa;lineage 4;Mono;2013
ERR7737690;South Africa;lineage 4;Mono;2015
ERR7737691;South Africa;lineage 4;MDR;2014
ERR7737692;South Africa;lineage 4;MDR;2015
ERR7737693;South Africa;lineage 4;MDR;2014
ERR7737696;South Africa;lineage 4;Pre-XDR;2014
ERR7737700;South Africa;lineage 4;MDR;2014
ERR7737702;South Africa;lineage 4;MDR;2013
ERR7737704;South Africa;lineage 2;Mono;2014
ERR7737708;South Africa;lineage 4;MDR;2015
ERR7737710;South Africa;lineage 4;Mono;2014
ERR7737711;South Africa;lineage 4;MDR;2015
ERR7737712;South Africa;lineage 4;MDR;2013
ERR7737714;South Africa;lineage 4;MDR;2014
ERR7737717;South Africa;lineage 3;MDR;2015
ERR7737721;South Africa;lineage 4;Mono;2015
ERR7737723;South Africa;lineage 4;MDR;2014
ERR7737725;South Africa;lineage 4;MDR;2015
ERR7737728;South Africa;lineage 2;MDR;2015
ERR7737730;South Africa;lineage 4;Mono;2014
ERR7737731;South Africa;lineage 4;MDR;2014
ERR7737733;South Africa;lineage 4;MDR;2017
ERR7737737;South Africa;lineage 2;MDR;2014
ERR7737738;South Africa;lineage 4;Mono;2013
ERR7737740;South Africa;lineage 2;Mono;2014
ERR7737746;South Africa;lineage 4;MDR;2013
ERR7737747;South Africa;lineage 4;Mono;2013
ERR7737749;South Africa;lineage 4;MDR;2013
ERR7737750;South Africa;lineage 4;MDR;2014
ERR7737758;South Africa;lineage 4;MDR;2013
ERR7737762;South Africa;lineage 4;MDR;2015
ERR7737764;South Africa;lineage 4;MDR;2015
ERR7737766;South Africa;lineage 4;Mono;2015
ERR7737774;South Africa;lineage 2;Mono;2015
ERR7737781;South Africa;lineage 2;Mono;2013
ERR7737782;South Africa;lineage 4;Mono;2014
ERR7737783;South Africa;lineage 2;Mono;2014
ERR7737788;South Africa;lineage 4;Mono;2015
ERR7737790;South Africa;lineage 4;Mono;2015
ERR7737795;South Africa;lineage 4;MDR;2014
ERR7737797;South Africa;lineage 4;MDR;2015
ERR7737802;South Africa;lineage 4;Mono;2015
ERR7737804;South Africa;lineage 4;Mono;2013
ERR7737805;South Africa;lineage 2;MDR;2015
ERR7737807;South Africa;lineage 2;Mono;2015
ERR7737812;South Africa;lineage 4;MDR;2014
ERR7737813;South Africa;lineage 2;Mono;2015
ERR7737815;South Africa;lineage 4;Mono;2015
ERR7737816;South Africa;lineage 2;Mono;2014
ERR7737818;South Africa;lineage 4;MDR;2013
ERR7737826;South Africa;lineage 4;MDR;2013
ERR7737827;South Africa;lineage 4;MDR;2014
ERR7737828;South Africa;lineage 2;Mono;2014
ERR7737843;South Africa;lineage 4;Mono;2013
ERR7737850;South Africa;lineage 1;MDR;2014
ERR7737854;South Africa;lineage 4;MDR;2014
ERR7737857;South Africa;lineage 2;Mono;2014
ERR7737859;South Africa;lineage 3;Mono;2014
ERR7737867;South Africa;lineage 2;Mono;2015
ERR7737869;South Africa;lineage 4;MDR;2014
ERR7737872;South Africa;lineage 4;MDR;2015
ERR7737873;South Africa;lineage 4;Mono;2017
ERR7737876;South Africa;lineage 4;MDR;2015
ERR7737877;South Africa;lineage 4;Mono;2014
ERR7737886;South Africa;lineage 2;Mono;2014
ERR7737887;South Africa;lineage 3;MDR;2014
